,SUBDIVISION,YEAR,MONTH,MAX_TEMP,MIN_TEMP,MEAN_TEMP,PRECEPTIONS,PRESSURE,WIND_SPEED,RAINFALL
2,GANGETIC WEST BENGAL,1997.0,2.0,11.85,26.63,19.22,5.27,94.04,6.75,23.6
3,GANGETIC WEST BENGAL,1997.0,3.0,17.06,31.6,24.31,19.27,94.01,8.93,44.2
4,GANGETIC WEST BENGAL,1997.0,4.0,19.75,33.39,26.55,40.09,93.88,7.65,101.8
5,GANGETIC WEST BENGAL,1997.0,5.0,22.84,35.88,29.34,39.16,93.74,10.2,98.2
6,GANGETIC WEST BENGAL,1997.0,6.0,23.96,34.31,29.11,134.57,93.72,11.19,219.6
7,GANGETIC WEST BENGAL,1997.0,7.0,23.64,31.62,27.6,267.89,93.6,9.03,437.3
8,GANGETIC WEST BENGAL,1997.0,8.0,22.95,30.44,26.67,282.7,93.78,9.81,387.3
9,GANGETIC WEST BENGAL,1997.0,9.0,22.05,30.77,26.38,161.77,93.92,8.55,244.0
10,GANGETIC WEST BENGAL,1997.0,10.0,18.2,30.31,24.24,67.69,94.16,6.13,27.8
11,GANGETIC WEST BENGAL,1997.0,11.0,15.83,27.78,21.78,57.35,94.12,7.77,30.5
12,GANGETIC WEST BENGAL,1997.0,12.0,11.91,23.99,17.93,32.15,94.19,8.5,24.9
1,GANGETIC WEST BENGAL,1998.0,1.0,10.87,24.63,17.73,8.02,94.19,7.58,52.9
2,GANGETIC WEST BENGAL,1998.0,2.0,13.11,27.45,20.26,17.1,94.19,7.95,31.0
3,GANGETIC WEST BENGAL,1998.0,3.0,16.21,30.99,23.58,23.96,93.99,7.73,128.8
4,GANGETIC WEST BENGAL,1998.0,4.0,21.64,35.43,28.51,34.01,93.84,8.1,53.0
5,GANGETIC WEST BENGAL,1998.0,5.0,24.53,37.8,31.14,51.5,93.65,9.8,87.1
6,GANGETIC WEST BENGAL,1998.0,6.0,25.17,35.76,30.44,137.37,93.49,13.12,154.3
7,GANGETIC WEST BENGAL,1998.0,7.0,23.86,31.49,27.65,294.86,93.55,13.84,295.2
8,GANGETIC WEST BENGAL,1998.0,8.0,23.53,30.78,27.13,266.45,93.63,10.13,265.7
9,GANGETIC WEST BENGAL,1998.0,9.0,22.57,31.06,26.79,193.59,93.63,8.59,296.3
10,GANGETIC WEST BENGAL,1998.0,10.0,20.02,31.4,25.68,107.38,93.8,9.3,191.4
11,GANGETIC WEST BENGAL,1998.0,11.0,15.51,28.37,21.91,40.34,93.98,7.79,77.1
12,GANGETIC WEST BENGAL,1998.0,12.0,11.06,25.42,18.22,12.49,94.22,7.25,0.0
1,GANGETIC WEST BENGAL,1999.0,1.0,10.14,24.32,17.21,10.35,94.07,7.09,0.1
2,GANGETIC WEST BENGAL,1999.0,2.0,13.74,28.21,20.95,13.43,94.15,8.62,0.7
3,GANGETIC WEST BENGAL,1999.0,3.0,17.43,32.74,25.06,4.83,93.7,8.1,1.6
4,GANGETIC WEST BENGAL,1999.0,4.0,21.95,36.53,29.21,17.28,93.67,8.98,10.5
5,GANGETIC WEST BENGAL,1999.0,5.0,23.67,36.32,29.97,69.58,93.61,10.53,217.9
6,GANGETIC WEST BENGAL,1999.0,6.0,23.89,34.12,28.98,136.33,93.65,9.64,268.8
7,GANGETIC WEST BENGAL,1999.0,7.0,23.33,31.24,27.26,265.41,93.54,11.11,405.2
8,GANGETIC WEST BENGAL,1999.0,8.0,23.02,30.32,26.64,229.03,93.69,10.98,375.4
9,GANGETIC WEST BENGAL,1999.0,9.0,22.16,31.07,26.59,184.64,93.71,9.09,467.8
10,GANGETIC WEST BENGAL,1999.0,10.0,19.73,31.0,25.34,111.57,93.73,6.09,195.3
11,GANGETIC WEST BENGAL,1999.0,11.0,15.25,28.91,22.06,14.92,94.08,8.06,13.7
12,GANGETIC WEST BENGAL,1999.0,12.0,11.26,25.72,18.47,5.17,94.19,7.68,0.0
1,GANGETIC WEST BENGAL,2000.0,1.0,11.09,25.09,18.06,9.74,94.08,7.23,9.5
2,GANGETIC WEST BENGAL,2000.0,2.0,12.34,26.22,19.25,18.03,93.91,7.27,57.9
3,GANGETIC WEST BENGAL,2000.0,3.0,16.25,31.23,23.72,10.37,93.85,7.24,3.8
4,GANGETIC WEST BENGAL,2000.0,4.0,22.19,36.24,29.19,31.72,93.64,8.71,54.0
5,GANGETIC WEST BENGAL,2000.0,5.0,23.84,36.57,30.18,75.54,93.68,10.98,215.0
6,GANGETIC WEST BENGAL,2000.0,6.0,23.79,33.89,28.81,164.75,93.48,12.48,205.6
7,GANGETIC WEST BENGAL,2000.0,7.0,23.22,30.95,27.06,289.32,93.52,11.09,341.5
8,GANGETIC WEST BENGAL,2000.0,8.0,23.26,30.54,26.87,237.03,93.57,13.91,178.4
9,GANGETIC WEST BENGAL,2000.0,9.0,22.1,31.08,26.57,131.83,93.72,10.71,428.4
10,GANGETIC WEST BENGAL,2000.0,10.0,20.01,31.94,25.95,50.85,93.85,5.87,76.2
11,GANGETIC WEST BENGAL,2000.0,11.0,15.44,29.04,22.22,14.22,94.03,6.46,1.6
12,GANGETIC WEST BENGAL,2000.0,12.0,11.34,25.8,18.55,8.59,94.14,6.98,0.1
1,GANGETIC WEST BENGAL,2001.0,1.0,10.78,24.97,17.85,8.92,94.04,7.14,0.3
2,GANGETIC WEST BENGAL,2001.0,2.0,13.62,28.13,20.85,5.48,93.95,6.63,1.9
3,GANGETIC WEST BENGAL,2001.0,3.0,17.18,31.98,24.56,14.64,93.87,7.08,32.8
4,GANGETIC WEST BENGAL,2001.0,4.0,20.95,35.09,27.99,34.52,93.79,7.67,49.4
5,GANGETIC WEST BENGAL,2001.0,5.0,24.09,37.12,30.58,71.08,93.66,10.73,175.8
6,GANGETIC WEST BENGAL,2001.0,6.0,23.42,33.63,28.5,190.64,93.56,12.33,384.2
7,GANGETIC WEST BENGAL,2001.0,7.0,23.17,31.04,27.08,259.89,93.62,9.78,269.3
8,GANGETIC WEST BENGAL,2001.0,8.0,23.22,30.54,26.85,218.93,93.68,8.98,248.7
9,GANGETIC WEST BENGAL,2001.0,9.0,22.76,31.62,27.16,101.98,93.72,7.31,205.9
10,GANGETIC WEST BENGAL,2001.0,10.0,19.91,31.53,25.7,93.02,93.82,7.09,163.6
11,GANGETIC WEST BENGAL,2001.0,11.0,15.61,29.09,22.33,18.65,94.08,7.4,8.8
12,GANGETIC WEST BENGAL,2001.0,12.0,12.13,25.87,18.98,6.66,94.37,5.41,0.0
1,GANGETIC WEST BENGAL,2002.0,1.0,10.77,24.73,17.72,12.36,94.13,8.13,26.3
2,GANGETIC WEST BENGAL,2002.0,2.0,13.21,27.72,20.44,12.49,94.24,7.61,1.5
3,GANGETIC WEST BENGAL,2002.0,3.0,17.57,32.5,25.01,12.34,93.92,8.03,26.6
4,GANGETIC WEST BENGAL,2002.0,4.0,21.95,36.09,29.0,28.5,93.72,8.38,77.4
5,GANGETIC WEST BENGAL,2002.0,5.0,24.56,37.75,31.13,49.94,93.67,9.67,114.1
6,GANGETIC WEST BENGAL,2002.0,6.0,24.45,34.84,29.62,154.33,93.57,12.12,347.7
7,GANGETIC WEST BENGAL,2002.0,7.0,24.3,32.16,28.21,154.08,93.75,7.17,281.6
8,GANGETIC WEST BENGAL,2002.0,8.0,23.05,30.3,26.65,253.05,93.69,10.44,289.3
9,GANGETIC WEST BENGAL,2002.0,9.0,22.08,30.73,26.38,128.47,93.87,9.43,326.4
10,GANGETIC WEST BENGAL,2002.0,10.0,19.76,31.43,25.57,71.7,93.87,7.12,71.5
11,GANGETIC WEST BENGAL,2002.0,11.0,15.26,28.6,21.91,24.73,94.08,7.05,50.9
12,GANGETIC WEST BENGAL,2002.0,12.0,12.39,26.09,19.22,6.11,94.25,8.47,0.1
1,GANGETIC WEST BENGAL,2003.0,1.0,10.7,24.99,17.82,8.37,94.27,7.97,0.5
2,GANGETIC WEST BENGAL,2003.0,2.0,13.4,27.67,20.51,25.46,94.05,6.98,11.7
3,GANGETIC WEST BENGAL,2003.0,3.0,16.85,31.58,24.19,18.39,93.94,6.34,70.0
4,GANGETIC WEST BENGAL,2003.0,4.0,21.79,36.0,28.87,28.74,93.79,8.48,36.3
5,GANGETIC WEST BENGAL,2003.0,5.0,23.91,36.99,30.43,27.91,93.66,11.2,81.9
6,GANGETIC WEST BENGAL,2003.0,6.0,25.14,35.4,30.25,144.4,93.56,9.07,280.5
7,GANGETIC WEST BENGAL,2003.0,7.0,23.34,31.14,27.21,304.97,93.61,9.81,253.4
8,GANGETIC WEST BENGAL,2003.0,8.0,23.2,30.53,26.84,217.42,93.69,7.41,239.3
9,GANGETIC WEST BENGAL,2003.0,9.0,22.04,30.83,26.41,156.97,93.79,9.34,155.0
10,GANGETIC WEST BENGAL,2003.0,10.0,19.34,31.13,25.22,97.23,93.87,7.55,341.5
11,GANGETIC WEST BENGAL,2003.0,11.0,15.28,28.71,21.97,14.96,94.17,5.45,8.9
12,GANGETIC WEST BENGAL,2003.0,12.0,11.64,25.29,18.44,9.37,94.24,6.87,17.7
1,GANGETIC WEST BENGAL,2004.0,1.0,10.72,24.56,17.62,15.38,94.12,7.83,3.3
2,GANGETIC WEST BENGAL,2004.0,2.0,12.89,27.64,20.24,5.03,94.12,7.84,1.6
3,GANGETIC WEST BENGAL,2004.0,3.0,18.59,33.76,26.15,8.31,93.93,7.21,14.9
4,GANGETIC WEST BENGAL,2004.0,4.0,22.16,36.28,29.2,33.61,93.8,7.87,62.8
5,GANGETIC WEST BENGAL,2004.0,5.0,23.64,36.84,30.22,59.23,93.61,11.3,72.9
6,GANGETIC WEST BENGAL,2004.0,6.0,23.86,34.06,28.94,150.0,93.7,14.77,287.5
7,GANGETIC WEST BENGAL,2004.0,7.0,23.86,31.6,27.7,230.07,93.6,8.76,250.7
8,GANGETIC WEST BENGAL,2004.0,8.0,22.9,30.33,26.59,260.68,93.72,10.0,389.9
9,GANGETIC WEST BENGAL,2004.0,9.0,22.51,31.65,27.06,135.92,93.79,8.08,264.3
10,GANGETIC WEST BENGAL,2004.0,10.0,18.85,30.42,24.61,108.66,94.04,7.38,220.7
11,GANGETIC WEST BENGAL,2004.0,11.0,15.2,28.53,21.84,16.4,94.17,6.95,0.0
12,GANGETIC WEST BENGAL,2004.0,12.0,12.04,26.07,19.04,5.07,94.2,7.41,0.8
1,GANGETIC WEST BENGAL,2005.0,1.0,10.84,24.67,17.73,16.18,94.11,7.83,26.8
2,GANGETIC WEST BENGAL,2005.0,2.0,13.12,27.24,20.16,13.34,94.14,9.05,11.8
3,GANGETIC WEST BENGAL,2005.0,3.0,17.45,32.19,24.8,25.51,93.99,7.37,82.8
4,GANGETIC WEST BENGAL,2005.0,4.0,20.86,35.03,27.92,31.19,93.93,8.45,41.8
5,GANGETIC WEST BENGAL,2005.0,5.0,23.37,36.38,29.85,44.12,93.69,8.83,82.4
6,GANGETIC WEST BENGAL,2005.0,6.0,25.36,35.75,30.53,128.86,93.52,12.18,200.1
7,GANGETIC WEST BENGAL,2005.0,7.0,23.41,31.2,27.28,290.72,93.61,13.95,354.5
8,GANGETIC WEST BENGAL,2005.0,8.0,23.37,30.8,27.06,209.38,93.72,13.05,226.7
9,GANGETIC WEST BENGAL,2005.0,9.0,22.28,31.17,26.7,225.9,93.7,11.5,221.3
10,GANGETIC WEST BENGAL,2005.0,10.0,19.31,30.82,25.04,98.65,93.86,6.52,351.7
11,GANGETIC WEST BENGAL,2005.0,11.0,14.5,28.02,21.23,21.16,94.11,7.28,0.0
12,GANGETIC WEST BENGAL,2005.0,12.0,11.03,24.99,17.99,9.56,94.11,6.8,4.9
1,GANGETIC WEST BENGAL,2006.0,1.0,11.26,25.28,18.25,5.96,94.21,6.81,0.8
2,GANGETIC WEST BENGAL,2006.0,2.0,14.7,29.3,21.98,5.54,94.15,6.98,3.0
3,GANGETIC WEST BENGAL,2006.0,3.0,16.77,31.55,24.13,35.0,93.91,6.77,10.6
4,GANGETIC WEST BENGAL,2006.0,4.0,20.96,34.92,27.92,35.28,93.73,8.2,60.5
5,GANGETIC WEST BENGAL,2006.0,5.0,24.08,37.13,30.58,75.46,93.63,13.75,120.8
6,GANGETIC WEST BENGAL,2006.0,6.0,24.2,34.45,29.3,137.62,93.6,13.18,221.0
7,GANGETIC WEST BENGAL,2006.0,7.0,23.49,31.49,27.46,314.51,93.65,10.52,486.6
8,GANGETIC WEST BENGAL,2006.0,8.0,22.96,30.27,26.59,271.1,93.7,9.98,320.3
9,GANGETIC WEST BENGAL,2006.0,9.0,22.35,31.27,26.78,192.41,93.72,10.17,380.9
10,GANGETIC WEST BENGAL,2006.0,10.0,19.97,31.5,25.71,79.93,94.05,7.63,49.7
11,GANGETIC WEST BENGAL,2006.0,11.0,15.69,28.71,22.18,31.97,94.08,7.29,5.9
12,GANGETIC WEST BENGAL,2006.0,12.0,12.16,26.06,19.09,4.93,94.27,6.33,0.3
1,GANGETIC WEST BENGAL,2007.0,1.0,11.12,25.45,18.26,2.44,94.3,6.31,3.9
2,GANGETIC WEST BENGAL,2007.0,2.0,13.31,27.57,20.42,29.42,94.07,7.66,56.2
3,GANGETIC WEST BENGAL,2007.0,3.0,16.86,31.87,24.34,17.77,93.93,7.05,39.3
4,GANGETIC WEST BENGAL,2007.0,4.0,22.11,36.35,29.2,33.52,93.82,6.27,38.7
5,GANGETIC WEST BENGAL,2007.0,5.0,24.2,37.28,30.71,46.36,93.7,8.57,98.7
6,GANGETIC WEST BENGAL,2007.0,6.0,24.31,34.8,29.53,159.64,93.46,13.7,226.3
7,GANGETIC WEST BENGAL,2007.0,7.0,23.74,31.54,27.61,288.53,93.55,12.61,610.1
8,GANGETIC WEST BENGAL,2007.0,8.0,23.44,30.8,27.09,259.22,93.63,11.27,328.0
9,GANGETIC WEST BENGAL,2007.0,9.0,22.57,31.29,26.9,212.8,93.6,10.02,459.9
10,GANGETIC WEST BENGAL,2007.0,10.0,19.4,31.11,25.24,54.94,93.86,7.75,55.8
11,GANGETIC WEST BENGAL,2007.0,11.0,15.28,28.81,22.02,21.17,94.1,6.78,24.6
12,GANGETIC WEST BENGAL,2007.0,12.0,11.83,25.68,18.73,7.97,94.13,9.33,0.0
1,GANGETIC WEST BENGAL,2008.0,1.0,11.09,24.55,17.8,12.54,94.1,7.4,49.4
2,GANGETIC WEST BENGAL,2008.0,2.0,11.87,26.36,19.1,12.06,94.04,7.96,12.4
3,GANGETIC WEST BENGAL,2008.0,3.0,17.84,32.7,25.24,19.3,93.86,8.31,11.5
4,GANGETIC WEST BENGAL,2008.0,4.0,20.96,35.14,28.03,31.04,93.76,8.2,42.8
5,GANGETIC WEST BENGAL,2008.0,5.0,23.86,36.67,30.24,46.55,93.7,8.2,94.4
6,GANGETIC WEST BENGAL,2008.0,6.0,23.64,33.7,28.65,210.19,93.62,12.46,414.5
7,GANGETIC WEST BENGAL,2008.0,7.0,23.41,31.17,27.27,259.66,93.55,11.12,338.4
8,GANGETIC WEST BENGAL,2008.0,8.0,22.89,30.17,26.5,292.35,93.63,12.18,252.2
9,GANGETIC WEST BENGAL,2008.0,9.0,22.16,31.01,26.56,172.72,93.74,11.02,267.3
10,GANGETIC WEST BENGAL,2008.0,10.0,19.75,31.5,25.6,62.47,93.93,7.6,72.3
11,GANGETIC WEST BENGAL,2008.0,11.0,15.51,29.03,22.24,28.28,94.0,8.66,0.0
12,GANGETIC WEST BENGAL,2008.0,12.0,12.82,26.8,19.78,8.95,94.18,7.8,0.2
1,GANGETIC WEST BENGAL,2009.0,1.0,12.14,26.24,19.17,6.04,94.23,8.02,2.4
2,GANGETIC WEST BENGAL,2009.0,2.0,14.53,29.01,21.75,6.71,94.03,7.86,1.4
3,GANGETIC WEST BENGAL,2009.0,3.0,17.89,32.74,25.29,12.17,93.9,7.3,17.9
4,GANGETIC WEST BENGAL,2009.0,4.0,21.87,36.21,29.02,16.9,93.74,7.5,2.6
5,GANGETIC WEST BENGAL,2009.0,5.0,24.32,37.38,30.83,59.45,93.61,9.48,229.0
6,GANGETIC WEST BENGAL,2009.0,6.0,25.23,35.66,30.42,94.53,93.65,10.55,69.7
7,GANGETIC WEST BENGAL,2009.0,7.0,23.87,31.81,27.81,291.88,93.61,11.16,277.6
8,GANGETIC WEST BENGAL,2009.0,8.0,23.87,31.37,27.6,211.55,93.7,9.66,332.7
9,GANGETIC WEST BENGAL,2009.0,9.0,22.71,31.64,27.15,163.34,93.74,10.46,294.6
10,GANGETIC WEST BENGAL,2009.0,10.0,19.49,31.3,25.37,71.71,93.96,10.21,77.3
11,GANGETIC WEST BENGAL,2009.0,11.0,15.34,28.74,22.02,52.25,94.01,8.66,9.4
12,GANGETIC WEST BENGAL,2009.0,12.0,12.33,26.14,19.21,11.65,94.19,8.11,0.3
1,GANGETIC WEST BENGAL,2010.0,1.0,10.6,25.0,17.78,7.49,94.26,7.02,0.2
2,GANGETIC WEST BENGAL,2010.0,2.0,13.61,28.27,20.92,8.85,94.1,7.64,10.3
3,GANGETIC WEST BENGAL,2010.0,3.0,18.95,33.91,26.4,10.86,94.02,7.73,8.0
4,GANGETIC WEST BENGAL,2010.0,4.0,23.07,37.34,30.18,33.85,93.89,7.66,15.9
5,GANGETIC WEST BENGAL,2010.0,5.0,24.74,37.8,31.25,55.43,93.62,9.41,127.5
6,GANGETIC WEST BENGAL,2010.0,6.0,24.89,35.21,30.02,141.1,93.62,11.81,189.3
7,GANGETIC WEST BENGAL,2010.0,7.0,23.82,31.64,27.71,303.62,93.62,11.22,196.3
8,GANGETIC WEST BENGAL,2010.0,8.0,23.56,30.73,27.12,299.74,93.6,10.3,192.6
9,GANGETIC WEST BENGAL,2010.0,9.0,22.34,30.95,26.62,227.33,93.73,9.71,192.6
10,GANGETIC WEST BENGAL,2010.0,10.0,20.2,31.68,25.92,91.1,93.75,7.79,96.2
11,GANGETIC WEST BENGAL,2010.0,11.0,16.14,29.52,22.81,52.64,93.91,7.28,6.3
12,GANGETIC WEST BENGAL,2010.0,12.0,11.16,25.06,18.09,16.68,93.91,6.39,29.7
1,GANGETIC WEST BENGAL,2011.0,1.0,10.12,24.12,17.09,4.5,94.07,7.34,2.5
2,GANGETIC WEST BENGAL,2011.0,2.0,13.15,27.6,20.35,19.59,93.99,8.25,2.7
3,GANGETIC WEST BENGAL,2011.0,3.0,17.51,32.14,24.8,10.46,93.9,7.48,40.5
4,GANGETIC WEST BENGAL,2011.0,4.0,20.69,34.77,27.71,30.82,93.81,7.3,75.0
5,GANGETIC WEST BENGAL,2011.0,5.0,24.18,37.18,30.65,47.41,93.72,8.7,132.6
6,GANGETIC WEST BENGAL,2011.0,6.0,24.14,34.29,29.19,180.17,93.58,13.31,434.5
7,GANGETIC WEST BENGAL,2011.0,7.0,23.64,31.36,27.48,269.5,93.57,11.41,219.9
8,GANGETIC WEST BENGAL,2011.0,8.0,23.18,30.54,26.83,302.67,93.6,9.11,443.2
9,GANGETIC WEST BENGAL,2011.0,9.0,22.23,31.05,26.62,204.27,93.74,11.53,295.9
10,GANGETIC WEST BENGAL,2011.0,10.0,19.86,31.57,25.69,47.17,93.89,9.2,36.9
11,GANGETIC WEST BENGAL,2011.0,11.0,15.72,29.21,22.44,18.94,94.03,8.49,1.3
12,GANGETIC WEST BENGAL,2011.0,12.0,11.95,25.92,18.92,8.88,94.07,8.25,1.4
1,GANGETIC WEST BENGAL,2012.0,1.0,10.15,23.89,17.0,20.24,94.08,7.18,40.7
2,GANGETIC WEST BENGAL,2012.0,2.0,12.79,26.95,19.85,4.59,93.96,7.86,15.3
3,GANGETIC WEST BENGAL,2012.0,3.0,17.12,31.86,24.47,7.39,93.9,7.01,4.4
4,GANGETIC WEST BENGAL,2012.0,4.0,21.32,35.38,28.33,37.67,93.79,8.0,57.7
5,GANGETIC WEST BENGAL,2012.0,5.0,24.23,37.42,30.8,31.17,93.67,8.91,44.2
6,GANGETIC WEST BENGAL,2012.0,6.0,25.3,35.62,30.44,102.95,93.63,8.94,146.6
7,GANGETIC WEST BENGAL,2012.0,7.0,23.86,31.68,27.75,266.21,93.56,9.11,315.0
8,GANGETIC WEST BENGAL,2012.0,8.0,23.01,30.39,26.68,275.86,93.7,10.84,261.4
9,GANGETIC WEST BENGAL,2012.0,9.0,22.21,31.04,26.6,226.38,93.79,10.58,246.9
10,GANGETIC WEST BENGAL,2012.0,10.0,19.09,30.88,24.96,59.84,93.96,9.35,64.2
11,GANGETIC WEST BENGAL,2012.0,11.0,14.67,28.14,21.38,24.04,94.0,9.08,47.0
12,GANGETIC WEST BENGAL,2012.0,12.0,12.03,25.94,18.96,9.45,94.09,9.03,24.6
1,GANGETIC WEST BENGAL,2013.0,1.0,10.38,24.57,17.45,7.62,94.2,7.46,2.5
2,GANGETIC WEST BENGAL,2013.0,2.0,12.86,27.49,20.15,23.55,94.1,8.55,10.0
3,GANGETIC WEST BENGAL,2013.0,3.0,17.32,32.19,24.73,13.57,93.98,7.24,4.8
4,GANGETIC WEST BENGAL,2013.0,4.0,21.17,35.23,28.17,28.73,93.77,8.72,45.6
5,GANGETIC WEST BENGAL,2013.0,5.0,24.51,37.48,30.97,48.22,93.66,8.16,195.9
6,GANGETIC WEST BENGAL,2013.0,6.0,23.66,34.01,28.81,229.72,93.53,11.42,233.4
7,GANGETIC WEST BENGAL,2013.0,7.0,23.12,30.94,27.0,347.61,93.54,9.56,263.2
8,GANGETIC WEST BENGAL,2013.0,8.0,22.78,30.16,26.45,252.53,93.68,13.21,401.4
9,GANGETIC WEST BENGAL,2013.0,9.0,22.5,31.35,26.9,161.08,93.71,9.01,254.0
10,GANGETIC WEST BENGAL,2013.0,10.0,19.68,31.09,25.36,113.9,93.86,7.62,353.2
11,GANGETIC WEST BENGAL,2013.0,11.0,14.54,28.04,21.27,21.08,94.07,8.05,0.0
12,GANGETIC WEST BENGAL,2013.0,12.0,11.51,25.21,18.34,7.01,94.13,7.85,0.0
1,GANGETIC WEST BENGAL,2014.0,1.0,10.91,24.68,17.77,16.57,94.25,7.77,0.9
2,GANGETIC WEST BENGAL,2014.0,2.0,12.41,26.55,19.46,20.99,94.01,7.86,42.2
3,GANGETIC WEST BENGAL,2014.0,3.0,16.41,31.12,23.74,20.49,94.05,6.78,19.9
4,GANGETIC WEST BENGAL,2014.0,4.0,21.07,35.34,28.18,21.26,93.9,7.22,1.9
5,GANGETIC WEST BENGAL,2014.0,5.0,23.41,36.53,29.95,58.64,93.74,9.55,124.4
6,GANGETIC WEST BENGAL,2014.0,6.0,25.5,35.95,30.7,107.32,93.61,11.21,193.6
7,GANGETIC WEST BENGAL,2014.0,7.0,24.12,31.9,27.99,282.04,93.67,10.67,298.7
8,GANGETIC WEST BENGAL,2014.0,8.0,23.57,30.97,27.24,227.32,93.69,12.19,292.6
9,GANGETIC WEST BENGAL,2014.0,9.0,22.16,31.08,26.59,211.02,93.83,9.98,229.5
10,GANGETIC WEST BENGAL,2014.0,10.0,19.67,31.42,25.52,75.17,94.01,7.55,56.9
11,GANGETIC WEST BENGAL,2014.0,11.0,15.38,28.8,22.07,15.5,94.14,7.9,0.1
12,GANGETIC WEST BENGAL,2014.0,12.0,11.17,24.81,17.97,8.8,94.17,7.35,0.6
1,ORISSA,1981.0,1.0,10.68,23.8,17.21,20.72,94.2,7.29,25.8
2,ORISSA,1981.0,2.0,12.99,27.48,20.21,8.59,94.1,7.15,13.6
3,ORISSA,1981.0,3.0,16.5,30.73,23.59,34.1,93.97,7.05,67.1
4,ORISSA,1981.0,4.0,21.06,35.07,28.04,35.36,93.78,9.35,45.7
5,ORISSA,1981.0,5.0,23.54,36.59,30.04,64.94,93.66,8.31,85.0
6,ORISSA,1981.0,6.0,24.72,35.17,29.92,142.82,93.56,9.61,189.2
7,ORISSA,1981.0,7.0,23.33,30.73,27.01,319.13,93.58,8.81,238.3
8,ORISSA,1981.0,8.0,22.88,30.25,26.54,253.92,93.62,10.47,348.1
9,ORISSA,1981.0,9.0,22.13,31.17,26.63,204.78,93.69,8.7,257.1
10,ORISSA,1981.0,10.0,19.07,30.94,24.98,52.51,93.94,8.83,18.8
11,ORISSA,1981.0,11.0,13.98,27.08,20.5,22.46,94.05,7.58,0.4
12,ORISSA,1981.0,12.0,10.9,24.56,17.71,11.81,94.3,7.23,6.5
1,ORISSA,1982.0,1.0,11.35,24.72,18.02,17.44,94.18,7.68,5.5
2,ORISSA,1982.0,2.0,12.67,25.97,19.3,11.22,94.01,6.14,32.3
3,ORISSA,1982.0,3.0,15.72,29.99,22.83,25.78,93.9,7.47,80.1
4,ORISSA,1982.0,4.0,20.52,34.24,27.35,38.18,93.79,9.29,51.8
5,ORISSA,1982.0,5.0,22.78,35.65,29.19,52.07,93.79,6.65,38.2
6,ORISSA,1982.0,6.0,24.25,34.67,29.44,128.74,93.63,10.27,191.4
7,ORISSA,1982.0,7.0,24.0,32.24,28.1,250.82,93.59,9.51,223.2
8,ORISSA,1982.0,8.0,22.91,30.28,26.57,246.21,93.66,8.9,466.4
9,ORISSA,1982.0,9.0,21.8,31.35,26.55,132.02,93.84,8.73,129.8
10,ORISSA,1982.0,10.0,19.5,31.19,25.32,50.98,94.02,6.58,33.8
11,ORISSA,1982.0,11.0,15.26,27.39,21.31,42.83,94.08,8.37,6.1
12,ORISSA,1982.0,12.0,11.69,25.17,18.41,7.04,94.27,6.7,0.0
1,ORISSA,1983.0,1.0,10.26,23.98,17.1,11.92,94.27,7.41,1.9
2,ORISSA,1983.0,2.0,12.26,26.2,19.21,12.4,94.07,6.71,55.0
3,ORISSA,1983.0,3.0,16.61,30.68,23.62,18.95,93.98,9.25,22.1
4,ORISSA,1983.0,4.0,19.87,33.65,26.74,28.01,93.81,10.79,47.6
5,ORISSA,1983.0,5.0,23.16,36.1,29.61,63.77,93.71,9.8,67.6
6,ORISSA,1983.0,6.0,24.74,35.14,29.92,152.79,93.57,15.41,153.0
7,ORISSA,1983.0,7.0,23.58,31.8,27.67,305.0,93.59,9.66,273.1
8,ORISSA,1983.0,8.0,23.18,30.39,26.76,293.46,93.59,9.92,379.5
9,ORISSA,1983.0,9.0,22.14,30.76,26.43,222.19,93.67,8.4,324.6
10,ORISSA,1983.0,10.0,18.83,30.07,24.43,94.99,93.83,9.2,100.7
11,ORISSA,1983.0,11.0,13.33,27.41,20.35,10.81,94.17,8.77,2.0
12,ORISSA,1983.0,12.0,10.9,24.44,17.65,22.48,94.14,9.21,5.0
1,ORISSA,1984.0,1.0,10.5,23.81,17.13,17.29,93.98,7.57,9.3
2,ORISSA,1984.0,2.0,11.49,25.76,18.6,21.04,93.9,8.34,6.7
3,ORISSA,1984.0,3.0,17.2,32.48,24.82,12.59,93.94,7.8,3.4
4,ORISSA,1984.0,4.0,21.27,35.38,28.3,36.44,93.7,10.02,46.0
5,ORISSA,1984.0,5.0,24.4,37.81,31.08,45.96,93.56,11.0,34.6
6,ORISSA,1984.0,6.0,24.14,34.47,29.28,146.52,93.48,13.09,302.6
7,ORISSA,1984.0,7.0,22.95,30.71,26.8,290.02,93.51,12.59,369.5
8,ORISSA,1984.0,8.0,22.45,30.15,26.28,245.52,93.66,7.66,422.3
9,ORISSA,1984.0,9.0,21.26,30.17,25.69,157.82,93.77,10.71,127.3
10,ORISSA,1984.0,10.0,18.78,30.77,24.75,60.85,93.92,8.23,55.4
11,ORISSA,1984.0,11.0,13.57,27.52,20.52,11.33,94.11,6.33,0.0
12,ORISSA,1984.0,12.0,11.39,25.45,18.4,9.72,94.0,8.33,0.3
1,ORISSA,1985.0,1.0,11.04,24.5,17.75,16.51,94.09,8.12,24.2
2,ORISSA,1985.0,2.0,12.58,27.4,19.97,5.95,93.72,6.91,35.0
3,ORISSA,1985.0,3.0,18.07,33.17,25.59,14.27,93.89,8.68,4.7
